FECHA,TIPO_INGRESO,LINEA_1,LINEA_2,LINEA_3,LINEA_4,LINEA_5,LINEA_6,LINEA_7,LINEA_8,LINEA_9,LINEA_A,LINEA_B,LINEA_12
14/07/2016,Boletos,1783725,1732650,1446445,226200,542875,319450,662185,1000205,694525,589850,1121050,0
15/07/2016,Boletos,1860500,1832400,1521695,238875,597700,350275,717640,1030035,720050,626000,1212450,0
16/07/2016,Boletos,1874880,1830875,1405605,231075,592650,281925,607175,945725,660000,609825,1245175,0
17/07/2016,Boletos,1323905,1154500,929975,146300,434175,180700,353550,603275,398650,419225,899125,0
18/07/2016,Boletos,2010885,1885575,1614260,245325,639325,371025,756525,1052325,747400,675700,1280250,0
19/07/2016,Boletos,1811255,1743350,1444345,222200,567600,317875,666375,934825,685550,593475,1080725,0
20/07/2016,Boletos,1782150,1740925,1414875,222800,550550,310625,649230,945545,684400,613775,1136725,0
21/07/2016,Boletos,1763625,1722100,1405975,216225,540100,303600,643160,935290,679600,583400,1109175,0
22/07/2016,Boletos,1863005,1798825,1453470,233600,573050,321050,677555,989515,695150,614050,1159325,0
23/07/2016,Boletos,1863620,1821375,1373530,223750,572475,271500,612580,922800,676750,581650,1195800,0
24/07/2016,Boletos,1325575,1156475,934260,142225,416875,211825,362800,590075,391750,408900,863600,0
25/07/2016,Boletos,1940500,1814675,1572765,239825,610750,353425,732825,988175,730350,658525,1225875,0
26/07/2016,Boletos,1782325,1681050,1417875,218625,550075,320500,667275,929725,677350,589975,1059050,0
27/07/2016,Boletos,1761025,1690600,1400975,218950,538350,309900,655075,931950,670100,612700,1131225,0
28/07/2016,Boletos,1832550,1731950,1452980,224200,554275,322050,672725,972150,700175,592800,1131350,0
29/07/2016,Boletos,2006825,1900585,1562795,246000,580800,354100,719800,1057400,748025,659800,1237125,0
30/07/2016,Boletos,1972375,1897540,1451260,235500,583775,294000,641745,968775,682600,626500,1261100,0
31/07/2016,Boletos,1438950,1246500,975365,158225,426875,206250,381755,640750,401300,445525,926950,0
01/08/2016,Boletos,2132060,1991865,1751465,258150,682750,430775,800375,1108225,792700,747950,1368400,0
02/08/2016,Boletos,1884940,1802285,1546335,233475,596300,353675,702550,974375,692775,634350,1158225,0
03/08/2016,Boletos,1869750,1844250,1533100,234825,576125,352625,686500,1000875,685300,650625,1213125,0
04/08/2016,Boletos,1842925,1812325,1524080,231150,563700,341475,677550,986225,691925,617425,1171875,0
05/08/2016,Boletos,1935930,1907325,1589120,243900,600275,359275,719775,1028525,699000,657300,1256650,0
06/08/2016,Boletos,1911650,1830800,1414125,227300,571300,282975,619725,927475,637100,593700,1241475,0
07/08/2016,Boletos,1379445,1199350,955950,148275,405575,191150,367875,611225,382900,431550,910325,0
08/08/2016,Boletos,2058200,1993975,1791150,258900,702825,444325,801100,1105390,769700,752375,1383625,0
09/08/2016,Boletos,1833625,1785400,1579800,230725,601775,371475,694175,973535,699100,648525,1154525,0
10/08/2016,Boletos,1804475,1791050,1551875,233225,597075,367700,693800,994725,690900,675225,1215000,0
11/08/2016,Boletos,1779660,1776475,1524525,232125,583350,362725,681350,993800,692450,637125,1189425,0
12/08/2016,Boletos,1989920,1944375,1657360,256275,634350,388225,736050,1087520,737850,688400,1293400,0
13/08/2016,Boletos,2055595,2014600,1511815,247425,583475,303300,643530,995405,677925,640450,1295600,0
14/08/2016,Boletos,1434115,1278725,969150,157825,422500,197550,379805,646975,399125,421075,934700,0
15/08/2016,Boletos,2160585,2095950,1879925,294050,762525,474225,845115,1177365,833750,807675,1479725,0
16/08/2016,Boletos,1919425,1881875,1645450,251400,652850,403200,747150,1047555,731815,690225,1244875,0
17/08/2016,Boletos,1864400,1865950,1618040,250150,622400,369375,715965,1031755,705135,695050,1272075,0
18/08/2016,Boletos,1853200,1864400,1594430,247975,610450,365675,692360,1024725,706250,654050,1233450,0
19/08/2016,Boletos,2009550,2015900,1670995,268350,647550,396700,742475,1077080,732850,702150,1305675,0
20/08/2016,Boletos,2076700,2074425,1514710,254600,582375,294900,665775,1010920,674700,646275,1297625,0
21/08/2016,Boletos,1472150,1318385,993100,165000,418400,192025,386725,661700,414350,452825,925825,0
22/08/2016,Boletos,1917100,1899300,1703125,271175,684725,428150,784725,1089800,761650,730950,1344650,0
23/08/2016,Boletos,1726600,1707915,1496380,239400,587300,359975,706625,959550,703300,639800,1129350,0
24/08/2016,Boletos,1684475,1672275,1445705,233375,573925,346250,687180,958850,667000,646125,1162450,0
25/08/2016,Boletos,1688400,1690675,1499425,233525,570275,365200,700320,974700,701325,627400,1164850,0
26/08/2016,Boletos,1832525,1846750,1580340,249225,622475,385100,739625,1031715,731425,706950,1249125,0
27/08/2016,Boletos,1991025,1985400,1468350,243775,557600,287825,645625,974385,692700,625965,1251200,0
28/08/2016,Boletos,1406425,1293850,1019655,152750,384475,187650,420650,625500,424150,429010,864125,0
29/08/2016,Boletos,1956000,1890850,1711820,272000,691425,444575,807500,1113950,771300,766000,1392600,0
30/08/2016,Boletos,1781125,1766150,1558075,247875,603250,382350,734875,1031405,733975,668785,1176275,0
31/08/2016,Boletos,1807525,1808100,1559275,248850,608125,373875,741535,1049570,724275,701090,1227675,0
01/09/2016,Boletos,1776150,1775800,1548850,251425,595675,368850,721790,1029100,717600,670575,1221275,0
02/09/2016,Boletos,1877150,1887275,1611675,254500,629200,392075,734725,1073930,744400,700950,1250375,0
03/09/2016,Boletos,1952475,1980050,1482560,244000,569250,301850,647050,1007370,682600,627950,1264500,0
04/09/2016,Boletos,1302675,1200675,933040,147600,379775,181700,362910,625575,391150,426700,863675,0
05/09/2016,Boletos,1955575,1938700,1774170,274620,691200,439750,802265,1152025,774350,773150,1371350,0
06/09/2016,Boletos,1709815,1733625,1553880,246080,581150,360850,713200,1029135,702800,668925,1141375,0
07/09/2016,Boletos,1677575,1711275,1472250,243150,565650,351050,684750,987390,684750,663575,1172950,0
08/09/2016,Boletos,1664935,1709850,1471305,236900,563500,347825,691575,989450,697250,630900,1156400,0
09/09/2016,Boletos,1828245,1855900,1588930,255450,603650,388625,744375,1081040,740700,688675,1231750,0
10/09/2016,Boletos,1915530,1919050,1475040,241100,552400,302600,665175,979960,683400,627250,1264900,0
11/09/2016,Boletos,1360900,1239775,978140,150925,384875,188500,393600,629000,400675,431300,875025,0
12/09/2016,Boletos,1941275,1915250,1728735,270825,676575,455425,805325,1112975,784275,772825,1373600,0
13/09/2016,Boletos,1709690,1743750,1525850,248750,581650,371425,703975,1009940,698850,675025,1131200,0
14/09/2016,Boletos,1807490,1814550,1536025,261250,595650,363375,710825,1056135,711350,700825,1232325,0
15/09/2016,Boletos,1783845,1639900,1413510,245175,604600,339450,735650,1012125,677650,639250,1183375,0
16/09/2016,Boletos,1041125,925050,751085,98475,331900,140550,333200,471455,317725,320750,658600,0
17/09/2016,Boletos,1662825,1644775,1198525,203900,476875,231100,478400,851620,533275,532250,1140900,0
18/09/2016,Boletos,1234225,1081925,875130,140050,396125,172300,341150,568525,362750,406400,834350,0
19/09/2016,Boletos,1983000,1953950,1755500,274850,703000,445500,813685,1135500,777950,785250,1389325,0
20/09/2016,Boletos,1745070,1745425,1525150,247275,584150,371925,731265,999670,718625,657050,1142075,0
21/09/2016,Boletos,1683485,1729175,1476075,244375,554100,360025,695550,982755,694975,657000,1164975,0
22/09/2016,Boletos,1671620,1726025,1472020,239450,562025,354800,693775,986550,689800,631700,1147800,0
23/09/2016,Boletos,1823900,1883325,1593580,259175,612200,380600,744370,1058620,746800,670725,1228575,0
24/09/2016,Boletos,1911925,1968380,1496900,247425,564875,300825,683380,974255,692300,576200,1262575,0
25/09/2016,Boletos,1330950,1229470,958325,149725,389225,175700,402550,631875,418000,439075,863125,0
26/09/2016,Boletos,1927975,1901925,1716050,270300,680025,440100,814575,1118175,768000,753775,1365875,0
27/09/2016,Boletos,1687250,1709600,1479150,237600,552850,361950,709145,979000,692875,635775,1106950,0
28/09/2016,Boletos,1689195,1704825,1466650,240750,568600,349375,708955,992625,700250,623775,1159200,0
29/09/2016,Boletos,1745490,1754175,1531600,243600,583500,367075,732600,1048725,735675,537125,1175925,0
30/09/2016,Boletos,2051340,2037350,1744900,277000,666500,415625,811600,1162355,796600,704200,1378425,0
01/10/2016,Boletos,2113750,2036750,1644675,261475,614800,324050,711200,1126345,735350,660050,1388325,0
02/10/2016,Boletos,1390050,1177925,996425,161825,411200,183300,398675,661425,425450,451525,912800,0
03/10/2016,Boletos,2004875,1950725,1779875,284875,705650,456475,818775,1149300,818650,779875,1410075,0
04/10/2016,Boletos,1723850,1723725,1534150,243025,590900,378600,726925,1009775,734950,648500,1150925,0
05/10/2016,Boletos,1739450,1746825,1506525,245000,565350,356300,708275,1001950,705500,659600,1186675,0
06/10/2016,Boletos,1765525,1727875,1477825,242475,567300,360200,726600,1007925,692250,627650,1157400,0
07/10/2016,Boletos,1877250,1823725,1581800,253425,602000,383975,736225,1070295,736900,663300,1239625,0
08/10/2016,Boletos,1972575,1888185,1501365,247325,562500,296750,665975,980905,686175,627850,1276400,0
09/10/2016,Boletos,1289250,1172195,924785,152300,369300,177200,368150,601400,405425,416850,841050,0
10/10/2016,Boletos,1927975,1894335,1734035,272050,672900,441650,796225,1107100,781750,736000,1355025,0
11/10/2016,Boletos,1700775,1693135,1511865,243500,577200,396200,685000,991400,717600,631400,1129850,0
12/10/2016,Boletos,1683875,1700150,1462255,242300,561575,345525,677675,981000,682300,647000,1167600,0
13/10/2016,Boletos,1749725,1758950,1508620,252875,568100,364850,701225,1039475,699775,633200,1181225,0
14/10/2016,Boletos,1957715,1973375,1679900,272000,633225,426200,796050,1140055,759500,699100,1290400,0
15/10/2016,Boletos,2071885,2071450,1592400,263350,595900,328350,675775,1057170,712575,676850,1346750,0
16/10/2016,Boletos,1415225,1271835,1017785,166375,408925,208425,390175,663750,435500,450850,924975,0
17/10/2016,Boletos,2010225,1973440,1764490,283925,729175,449850,832550,1138250,797650,769350,1391875,0
18/10/2016,Boletos,1731475,1753875,1522175,250650,604200,370925,711725,998705,706800,648700,1142075,0
19/10/2016,Boletos,1714850,1760950,1475925,253650,570525,350875,686200,1002995,689950,660175,1168700,0
20/10/2016,Boletos,1697100,1747475,1487150,246725,563300,371000,682700,996150,677000,623725,1156975,0
21/10/2016,Boletos,1826175,1853100,1581950,263275,610700,395025,714650,1052290,723850,671900,1230950,0
22/10/2016,Boletos,2000175,2033100,1571875,263800,569825,303000,660400,1059435,692350,653925,1296825,0
23/10/2016,Boletos,1388825,1271800,1029425,172550,392725,188825,383075,666850,418850,441700,899250,0
24/10/2016,Boletos,1915750,1916925,1691125,280275,673725,441800,789575,1100480,768900,744475,1352725,0
25/10/2016,Boletos,1708300,1717050,1524975,253075,576600,371525,697600,995430,698400,636850,1123550,0
26/10/2016,Boletos,1728450,1788425,1525250,255900,556175,356675,700125,994965,703400,658900,1173050,0
27/10/2016,Boletos,1734750,1751425,1515325,259100,573750,360675,701550,1015925,711350,640400,1161425,0
28/10/2016,Boletos,2068800,2126025,1797350,290800,663975,410450,820225,1193080,868850,749875,1340000,0
29/10/2016,Boletos,2285300,2361675,1709800,302425,624350,321775,744450,1212445,859050,697025,1411050,0
30/10/2016,Boletos,1436225,1357125,1026125,195775,429800,190450,428275,685600,539350,453150,949300,0
31/10/2016,Boletos,1991450,1936200,1703825,300825,678325,414600,824025,1142775,797875,756150,1367300,0
01/11/2016,Boletos,1697150,1704875,1396850,247255,525675,308200,678175,984350,682300,617550,1116875,0
02/11/2016,Boletos,1220025,1230675,1001250,161045,408000,202575,451075,701125,479425,479350,902775,0
03/11/2016,Boletos,1740250,1732475,1520665,245610,597550,378800,701150,1015250,691175,647600,1212150,0
04/11/2016,Boletos,1779400,1805695,1554060,250165,597200,377375,716175,1034750,705825,660250,1226050,0
05/11/2016,Boletos,1838475,1816080,1455930,242150,548750,287950,629700,959725,654850,613650,1248600,0
06/11/2016,Boletos,1307750,1159925,970460,154625,398800,183600,373800,625575,421150,430500,878500,0
07/11/2016,Boletos,1921850,1915575,1710890,278250,665525,440000,789025,1114850,770275,748975,1346875,0
08/11/2016,Boletos,1694150,1691750,1504540,249200,581900,374325,706975,995550,684675,633325,1129075,0
09/11/2016,Boletos,1683600,1659475,1452305,247325,576775,363575,689075,973750,653675,653750,1147075,0
10/11/2016,Boletos,1710750,1707075,1463775,264050,580400,363825,682700,996800,695975,621050,1155525,0
11/11/2016,Boletos,1799750,1840375,1539845,262850,598075,421750,764100,1057550,718750,656800,1241300,0
12/11/2016,Boletos,2038065,1958475,1512930,259800,568775,318300,678500,1075100,686900,650325,1298125,0
13/11/2016,Boletos,1359185,1284750,978495,161575,392050,202350,412875,675350,419875,438450,917275,0
14/11/2016,Boletos,1991280,1972000,1746640,289825,682050,448925,844300,1161850,800375,753425,1404375,0
15/11/2016,Boletos,1829245,1816625,1588240,263475,613500,389775,788375,1077950,753450,663675,1202300,0
16/11/2016,Boletos,1799050,1757525,1509400,257000,594500,394000,754300,1027000,721500,682650,1216975,0
17/11/2016,Boletos,1782160,1793600,1529585,258200,576500,371950,721475,1036100,705650,640550,1190200,0
18/11/2016,Boletos,1889630,1916875,1629640,271825,624600,401525,768350,1098650,731950,674425,1271750,0
19/11/2016,Boletos,2002760,1988525,1537650,259050,588375,317525,693800,1023525,686150,652675,1299750,0
20/11/2016,Boletos,1364025,1331075,1000760,166000,389925,213625,438025,699225,443600,444575,942775,0
21/11/2016,Boletos,1478990,1381400,1036140,190050,427050,216950,450725,743475,463050,473275,1054450,0
22/11/2016,Boletos,1874100,1878700,1680250,277250,645075,436700,792100,1100550,755500,723175,1261725,0
23/11/2016,Boletos,1719285,1747775,1509025,252725,578225,362575,720975,1011650,680500,665550,1188600,0
24/11/2016,Boletos,1714575,1774775,1506425,252075,558200,365050,712050,1007825,683500,625900,1131850,0
25/11/2016,Boletos,1938700,1966975,1655900,285400,624950,400375,773600,1104100,719700,693925,1307225,0
26/11/2016,Boletos,2080375,2001900,1537125,265875,574325,317450,693900,1046275,681250,650825,1299575,0
27/11/2016,Boletos,1404200,1287725,1007165,174625,404625,213600,390675,676350,415575,447500,908800,0
28/11/2016,Boletos,1954425,1958750,1731945,284850,653700,437450,823650,1129275,775175,743325,1356725,0
29/11/2016,Boletos,1816895,1791025,1543215,266700,586800,390400,756550,1055150,720350,655250,1164775,0
30/11/2016,Boletos,1866355,1880175,1579500,268500,604150,394275,760650,1092350,731925,707125,1251725,0
01/12/2016,Boletos,1852550,1875550,1578200,270700,605475,413450,739825,1079600,724300,676250,1251125,0
02/12/2016,Boletos,1941445,1972250,1644450,284025,628875,401975,766575,1112125,722610,702600,1291675,0
03/12/2016,Boletos,2075105,2080085,1586655,283700,600150,334075,694000,1067775,706545,678700,1377050,0
04/12/2016,Boletos,1490400,1404740,1054820,190800,422275,224775,420830,733350,443155,469675,992575,0
05/12/2016,Boletos,2017275,1996050,1698425,298975,681025,444275,848295,1153980,769115,744150,1374875,0
06/12/2016,Boletos,1801775,1806050,1525600,270500,590000,376425,737550,1044995,711650,636675,1174425,0
07/12/2016,Boletos,1802730,1827925,1521700,264150,572675,377775,687210,1046275,702975,671750,1214575,0
08/12/2016,Boletos,1803005,1852875,1536535,270250,572675,384700,684065,1091125,727095,636200,1211900,0
09/12/2016,Boletos,1972125,2002450,1654540,302750,618325,425425,760450,1138075,764905,721350,1327575,0
10/12/2016,Boletos,2042990,2036425,1555780,302975,597600,366700,671700,1079975,734675,706300,1391525,0
11/12/2016,Boletos,1445925,1405025,1133820,260050,481975,286625,398450,769250,458155,667925,1065050,0
12/12/2016,Boletos,1787000,1778950,1497645,274600,585800,507075,677550,1031350,687595,635550,1280050,0
13/12/2016,Boletos,1880025,1868175,1537130,278550,595400,400750,703300,1105425,719775,659575,1244625,0
14/12/2016,Boletos,1870400,1872325,1540950,280625,574350,365100,695775,1094200,702975,677900,1248450,0
15/12/2016,Boletos,1895690,1885100,1542025,269425,585350,378225,702845,1097850,735840,656875,1269125,0
16/12/2016,Boletos,2022135,1995275,1624465,286300,625500,381275,738235,1136350,740020,706375,1349925,0
17/12/2016,Boletos,2055975,2019375,1513750,278825,615700,314400,651845,1059300,677160,666100,1397950,0
18/12/2016,Boletos,1627200,1544225,1119985,202900,475600,241850,419330,776375,439470,510550,1113090,0
19/12/2016,Boletos,2072525,1980650,1555545,286200,631375,377275,739295,1090325,737660,714050,1381810,0
20/12/2016,Boletos,1896065,1834150,1416355,260800,571100,327250,666645,1012625,675300,637700,1228575,0
21/12/2016,Boletos,1914335,1864850,1429500,266800,570875,327900,655145,1040700,667585,707150,1310875,0
22/12/2016,Boletos,1932105,1904025,1412650,264475,571425,313700,645660,1036750,664905,659450,1312125,0
23/12/2016,Boletos,1995620,1889350,1418455,281400,621200,331050,649290,1056050,666910,692900,1367175,0
24/12/2016,Boletos,1496875,1286950,1017645,211225,520775,199100,401470,747775,446300,550500,1101850,0
25/12/2016,Boletos,816525,764625,576325,95700,321425,135750,212570,405450,220710,330100,631325,0
26/12/2016,Boletos,1803375,1694025,1306425,233775,592975,311025,578130,922100,599815,611600,1227375,0
27/12/2016,Boletos,1743965,1656600,1251975,218000,534450,293600,555670,894950,586500,564050,1098725,0
28/12/2016,Boletos,1768710,1719050,1297275,227800,537525,289675,560210,923025,584250,619250,1193975,0
29/12/2016,Boletos,1754525,1702225,1260145,231775,540050,287825,549435,920100,586835,569850,1177200,0
30/12/2016,Boletos,1840475,1733125,1315255,245975,577675,288750,585225,964425,594915,622950,1259200,0
31/12/2016,Boletos,1378450,1183900,958175,188600,497800,195975,379105,688750,421495,506500,1028925,0
01/01/2017,Boletos,806775,732650,554180,94125,330250,168275,211345,394675,219255,313850,634750,0
02/01/2017,Boletos,1890575,1718100,1380570,240625,609650,345200,638005,988775,651625,628000,1301250,0
03/01/2017,Boletos,1873355,1669450,1362050,245475,576250,334825,636845,979775,645600,617425,1206250,0
04/01/2017,Boletos,1759270,1570150,1223625,269675,530950,316600,605200,979325,639690,713275,1188775,0
05/01/2017,Boletos,1568300,1539850,1171255,223650,481575,268200,579175,948300,620245,585775,1083350,0
06/01/2017,Boletos,1511300,1486700,1194290,206425,476625,272875,570375,872325,597890,554625,998775,0
07/01/2017,Boletos,1629900,1514475,1207155,215800,510225,250300,557950,873650,583155,566100,1117175,0
08/01/2017,Boletos,1176085,1006375,815020,134725,378775,169775,329300,563400,345620,400275,799975,0
09/01/2017,Boletos,1825230,1706900,1581080,259400,622850,393350,755900,1046900,712250,676500,1237200,0
10/01/2017,Boletos,1595600,1598375,1426150,234125,545750,338225,655425,935325,652325,599200,1036075,0
11/01/2017,Boletos,1565685,1600275,1417150,229300,521100,329625,633925,899525,639305,597875,1082675,0
12/01/2017,Boletos,1585125,1629600,1418150,228300,522200,345350,614125,955150,646950,576825,1075950,0
13/01/2017,Boletos,1783250,1753625,1518565,252525,562575,363425,706325,1021600,703680,623875,1181625,0
14/01/2017,Boletos,1839350,1816450,1434260,238850,545725,303350,626925,968325,652845,605750,1232875,0
15/01/2017,Boletos,1261750,1178700,944015,149150,373025,187450,359375,624550,385750,418235,854350,0
16/01/2017,Boletos,1890925,1833125,1685355,268100,626925,433075,779475,1072975,771345,698015,1292050,0
17/01/2017,Boletos,1661150,1640925,1503830,235100,540900,352600,670100,947650,679600,603450,1049925,0
18/01/2017,Boletos,1631275,1634650,1441825,232375,523450,336250,650600,942320,656480,619400,1101700,0
19/01/2017,Boletos,1607875,1632850,1426580,229500,521975,329275,634525,939690,653330,571600,1073500,0
20/01/2017,Boletos,1737825,1751075,1483690,246600,552725,349150,680765,986630,685965,617700,1154100,0
21/01/2017,Boletos,1798550,1782225,1391845,236625,527600,289950,604455,926735,640975,596350,1200775,0
22/01/2017,Boletos,1240500,1121950,883165,150425,364150,181050,358430,598875,379600,404225,818725,0
23/01/2017,Boletos,1804160,1760075,1579370,254150,608950,399175,734425,1017450,734050,671700,1221675,0
24/01/2017,Boletos,1614290,1587750,1419375,228650,525925,339750,666750,919360,658725,588325,1030975,0
25/01/2017,Boletos,1618425,1612975,1409875,227375,521950,331700,638250,933815,653275,610750,1086375,0
26/01/2017,Boletos,1629050,1633400,1414750,233925,523375,334300,647250,931350,662920,582800,1077925,0
27/01/2017,Boletos,1843600,1859725,1549470,255100,581750,360825,700750,1016675,701995,636825,1215500,0
28/01/2017,Boletos,1817900,1871875,1427530,238525,539300,290125,626475,963925,640760,612575,1219200,0
29/01/2017,Boletos,1254175,1148525,919650,150275,384700,181075,365850,608300,377750,416725,832925,0
30/01/2017,Boletos,1915700,1869050,1679035,270700,662800,428475,767700,1088675,759075,718650,1313450,0
31/01/2017,Boletos,1776150,1759775,1543450,247375,584600,368650,731700,1015925,718625,637375,1139525,0
01/02/2017,Boletos,1718050,1736675,1483190,246550,580225,352900,701300,995625,687970,658150,1184700,0
02/02/2017,Boletos,1603425,1649925,1413850,235300,549625,341325,655950,937625,649715,592000,1109175,0
03/02/2017,Boletos,1737475,1789750,1517050,250025,589225,362675,691925,999700,686190,633450,1194275,0
04/02/2017,Boletos,1782700,1806150,1408010,236275,561850,289150,625325,921975,632975,608025,1214350,0
05/02/2017,Boletos,1200575,1134725,889655,142450,367825,189825,355100,585050,362775,401425,822300,0
06/02/2017,Boletos,1281925,1162075,939715,165525,410500,185825,382050,642100,407075,439025,929225,0
07/02/2017,Boletos,1786455,1819050,1634370,262775,672150,413300,745925,1053125,743450,704450,1249525,0
08/02/2017,Boletos,1626245,1663800,1442300,236175,556400,352275,669325,954775,663350,634350,1154900,0
09/02/2017,Boletos,1630325,1682225,1440885,238075,549925,348575,670525,962825,659675,603725,1108475,0
10/02/2017,Boletos,1713925,1766650,1506065,248550,588525,369400,698075,951225,693200,610275,1191800,0
11/02/2017,Boletos,1803175,1853425,1412480,243475,549875,296650,608800,949175,651700,601725,1237550,0
12/02/2017,Boletos,1263200,1165200,917305,152225,386625,203075,384075,612150,380500,417450,856350,0
13/02/2017,Boletos,1839030,1916875,1673295,274025,683725,445425,776675,1097225,758000,728025,1340750,0
14/02/2017,Boletos,1669570,1740000,1521610,251050,592950,387200,701525,1002550,695325,647075,1180775,0
15/02/2017,Boletos,1707800,1768650,1512960,247175,599075,402625,720400,1005850,713875,659800,1192750,0
16/02/2017,Boletos,1671200,1729375,1498725,244975,581625,381675,709150,995775,695050,633200,1165150,0
17/02/2017,Boletos,1775350,1864825,1561215,252825,608675,384575,722250,1032850,718900,658100,1219375,0
18/02/2017,Boletos,1882830,1956775,1558770,242875,568075,303375,664350,951650,743675,636850,1272900,0
19/02/2017,Boletos,1327695,1230000,1022745,151000,377775,188850,389650,626600,486525,438600,875150,0
20/02/2017,Boletos,1806025,1870875,1673650,260700,654550,422625,768775,1052675,740525,718950,1294200,0
21/02/2017,Boletos,1608150,1664050,1460525,235575,554650,371025,662000,955200,706550,624000,1079325,0
22/02/2017,Boletos,1576700,1634300,1411270,232250,544775,347575,664525,953925,653725,631650,1097350,0
23/02/2017,Boletos,1582200,1636000,1429500,236950,555725,343475,659850,947800,657000,600950,1097775,0
24/02/2017,Boletos,1820900,1883425,1628930,260975,630325,398675,724750,1055375,710000,674800,1258325,0
25/02/2017,Boletos,1777500,1829125,1422655,237675,551225,291200,627700,930050,681950,628950,1227350,0
26/02/2017,Boletos,1196100,1125025,907050,147400,382825,182900,364025,590275,414600,434300,833900,0
27/02/2017,Boletos,1799050,1861975,1664455,265525,678775,431200,773600,1070900,755850,738300,1301975,0
28/02/2017,Boletos,1727100,1774875,1551585,248150,610950,389275,716350,1004225,707500,654900,1152225,0
01/03/2017,Boletos,1689375,1736650,1507350,248625,611975,372950,711900,992475,716700,671250,1196775,0
02/03/2017,Boletos,1663600,1725425,1479925,235675,580675,361600,672425,973225,670200,622850,1140450,0
03/03/2017,Boletos,1782750,1862450,1525025,248875,627850,388900,715050,1026400,725200,660025,1229525,0
04/03/2017,Boletos,1816475,1862375,1435830,235975,556500,298050,647800,949025,649225,626025,1251150,0
05/03/2017,Boletos,1246700,1185400,938655,142375,393175,180950,376625,612100,424775,436275,856875,0
06/03/2017,Boletos,1797175,1820675,1661400,267600,676450,425700,771175,1053550,735850,735575,1294050,0
07/03/2017,Boletos,1597425,1628625,1458625,237850,577425,351400,673125,937400,668275,619075,1086725,0
08/03/2017,Boletos,1582425,1634900,1423840,236350,565000,345975,657325,938325,650950,619025,1113550,0
09/03/2017,Boletos,1601625,1589050,1423275,235100,563350,341900,662500,948550,650450,606025,1094075,0
10/03/2017,Boletos,1714275,1759975,1525940,254275,581750,363300,730175,999550,695600,652300,1172900,0
11/03/2017,Boletos,1811875,1810600,1445835,237950,544125,289500,634475,943925,645575,622900,1222150,0
12/03/2017,Boletos,1239725,1187375,926960,146750,369835,176075,364600,595600,381800,429775,832575,0
13/03/2017,Boletos,1817525,1836875,1643150,260075,646715,420125,748500,1027775,738625,716100,1276850,0
14/03/2017,Boletos,1676670,1691025,1483600,245125,566900,366550,687200,968800,683025,628950,1097300,0
15/03/2017,Boletos,1683775,1676900,1474265,245150,580825,362400,706475,978925,691150,649050,1159400,0
16/03/2017,Boletos,1675755,1718375,1486750,247275,572325,365925,703625,988240,694100,648400,1166300,0
17/03/2017,Boletos,1795050,1841475,1578510,256275,617575,389175,720200,1018185,705250,659400,1209425,0
18/03/2017,Boletos,1848660,1891350,1478545,245600,597125,301175,650100,951450,692275,648950,1257570,0
19/03/2017,Boletos,1223355,1187475,946925,146800,385675,188925,371550,604800,419275,417750,841130,0
20/03/2017,Boletos,1257100,1155525,914350,164575,393100,174600,373980,625925,397900,435550,922200,0
21/03/2017,Boletos,1738540,1781850,1607110,259700,632500,410350,749120,1026475,729400,697200,1204225,0
22/03/2017,Boletos,1592535,1667675,1425760,237975,557825,348975,670300,955425,656475,632025,1131950,0
23/03/2017,Boletos,1581935,1647300,1423600,236700,545675,344725,662500,939625,652425,601125,1107250,0
24/03/2017,Boletos,1691075,1769275,1500425,260675,573000,361925,698750,988525,678900,642350,1165675,0
25/03/2017,Boletos,1729000,1743200,1416735,229800,526500,285725,612425,903225,629375,605150,1191600,0
26/03/2017,Boletos,1208160,1119600,912520,145975,363175,179275,363850,580675,385825,416000,819350,0
27/03/2017,Boletos,1802930,1846425,1650395,265750,644350,420000,763325,1055900,750425,726150,1273575,0
28/03/2017,Boletos,1603110,1694325,1475430,238000,567650,360125,679050,953775,675825,619700,1071275,0
29/03/2017,Boletos,1621025,1704225,1449045,240225,554425,352400,671975,949550,659200,647550,1129150,0
30/03/2017,Boletos,1676380,1749275,1493300,243775,567650,356675,689025,982450,682700,637150,1145175,0
31/03/2017,Boletos,1923545,1951100,1636000,266375,623425,398075,767900,1078425,742925,706650,1299450,0
01/04/2017,Boletos,1856150,1895925,1508025,246025,566500,304400,649800,971950,686325,640900,1278400,0
02/04/2017,Boletos,1252300,1152825,929300,150700,375800,187800,374175,621975,386225,419450,858150,0
03/04/2017,Boletos,1875775,1866975,1670000,270925,665575,447825,776200,1062450,749050,735075,1296950,0
04/04/2017,Boletos,1645215,1679925,1450250,239450,570225,374425,692450,947050,675950,614625,1083100,0
05/04/2017,Boletos,1622530,1680675,1443725,237150,561550,350575,685850,947550,663575,641825,1132250,0
06/04/2017,Boletos,1615765,1689175,1441450,235725,558000,350725,676125,945525,660900,604275,1103250,0
07/04/2017,Boletos,1781365,1813000,1543425,252250,598800,363125,708275,1010800,685800,648325,1207500,0
08/04/2017,Boletos,1872375,1883600,1388500,237150,564250,277250,608450,950350,643600,598225,1181750,0
09/04/2017,Boletos,1260825,1181550,920650,143925,391075,176575,360725,619550,372025,404650,806000,0
10/04/2017,Boletos,1801700,1710775,1416185,235150,559250,333025,664400,946425,674750,627025,1110625,0
