FECHA,TIPO_INGRESO,LINEA_1,LINEA_2,LINEA_3,LINEA_4,LINEA_5,LINEA_6,LINEA_7,LINEA_8,LINEA_9,LINEA_A,LINEA_B,LINEA_12
17/04/2015,Recargas,1319945,1696485.3,1463240.6,186496,392033.5,331292.33,821761,791191.6,629911,306140,771135.3,788301
18/04/2015,Recargas,1095237.9,1469344.5,1208318.3,146502,320487,229631.5,612785.3,694505.3,526515,269682,733444,562740.5
19/04/2015,Recargas,626194.3,794732.3,667498.3,74679,195172,105931.3,277260.6,381787.6,277579,158965,477056,287932
20/04/2015,Recargas,1600074.8,2183055.6,1898853.7,250490,559849.8,481985,1033165.6,1015925.1,828724.5,453814.3,1125416.5,1018770
21/04/2015,Recargas,1276067.5,1703392,1507223.5,170887,381812.3,342597,817641,751170.6,657884.3,299406,781823.3,796849
22/04/2015,Recargas,1168468,1512931,1381820.3,160773,337608,281545,712663,680214,569978.6,259330,693974,731002
23/04/2015,Recargas,1121097.6,1481183.3,1298949,156581,311707.5,278205,689924.3,659432,545921,256426.5,666985.3,711266
24/04/2015,Recargas,1204509.3,1604983.2,1375770.5,173902,346336,310022,754827.3,732641,576267.5,276888,686432.5,751132.5
25/04/2015,Recargas,1053251.6,1428210.5,1150160.4,149114,316352,220871.5,571682,663799.1,507326,253747,708511,542906
26/04/2015,Recargas,588743.1,739451,648449,76705,180180,103354,264034,356605.3,261171,138983,445063,279506
27/04/2015,Recargas,1508699.6,2134959.8,1898549.8,250435,528429.9,461677,1047885.3,991456.6,785000,390377,1087640.3,995947.3
28/04/2015,Recargas,1254405.3,1683757.3,1530826.3,176947,360616,320214,795633.6,736783,612411,300324.3,763946,775014
29/04/2015,Recargas,1348252.6,1630091.3,1462559,165292,350594.3,300171,790782,742981.3,601717.5,264916,722548.5,771764
30/04/2015,Recargas,1410273.3,1747358.55,1518631,192016,398715.3,341304,905381.6,819971.3,665810.3,317560,795623,849415
01/05/2015,Recargas,833153,1060569,958435,114838,253994,169090,448385.6,531023.9,409952,201647.3,612730.4,425197
02/05/2015,Recargas,950244,1266735.3,1041143,136386,284750,193717,484082.5,608760.5,460192,224700,676677.3,474817.5
03/05/2015,Recargas,587033.3,687567,629337.3,73904,196650.5,102452,250519,363053.3,264974,141054,477067.5,283870
04/05/2015,Recargas,1364694,1930169.3,1788389.1,231912,442075.3,435483,1074091,964573.6,767063.8,359561.3,1016884.2,966979
05/05/2015,Recargas,1206674.3,1452127,1401810,152278,238950,275985,791990,703717.6,605288.3,272166,730907.5,721517
06/05/2015,Recargas,1264711.3,1667701,1499454.5,187059,366561,334173,802847.3,764203.6,614692.3,279442,803729,772300.5
07/05/2015,Recargas,1156184.3,1553850,1357057.9,159287,308503.5,281959,708730,671273.6,573343,250284,694933,722809
08/05/2015,Recargas,1206938.6,1626588.1,1358549.1,173102.5,322723,304482,745337,734868.3,588182,261590,701570.6,746983
09/05/2015,Recargas,1038994,1458354.3,1180144.6,154842,283176,219868,580632.3,702891.5,496288.3,250911.3,729856,553641
10/05/2015,Recargas,527552.3,656270,572805.5,67653,161924.5,94185,236469.09,331489.3,236003,132797.3,408540,246027
11/05/2015,Recargas,1528042.3,2110834.1,1872710.9,243727,489091,457444,1056762.1,994434.6,784160.6,415011,1051736.3,975254
12/05/2015,Recargas,1233735,1565136.9,1465739.3,170163,339414,321741,800262.3,725138.9,585776.6,282628,736561,773964
13/05/2015,Recargas,1198715.3,1526061,1391159.3,158896,319554,286119,743408.2,709217.3,562495,244259,693850,725475
14/05/2015,Recargas,1333028,1638282,1446290.6,166879,343280,303789,779206,762049.8,616364,271062,691611,780109
15/05/2015,Recargas,1518569.3,1883367.8,1582452.1,200792,399017.5,359403,971878.8,894757.6,710838.2,332270,820695.5,873521
16/05/2015,Recargas,1245920.7,1593743.3,1318645.6,170207,352684,269027,644781,765986.5,576877,296477,844404,613005
17/05/2015,Recargas,639769.6,910086.3,736349.3,87935,213640,133545,276704,442761,311449,171060.3,516997,316202
18/05/2015,Recargas,1659238.3,2322573.3,2027536.6,283219,562980,518313,1125844.3,1112821.9,840330,462635,1190467,1069466
19/05/2015,Recargas,1350810.3,1746578,1546953,175799,384565,363146,762592.5,789851,649272.3,303298,794012.3,820597
20/05/2015,Recargas,1190330.5,1565758.5,1369245.3,164007,325221.3,293236,769411.3,695989.8,569291.6,260247,718164,739951
21/05/2015,Recargas,1156131,1517546,1331460.3,157219,313311,281120.3,691869.8,691050.3,557949,246170,689881,717067
22/05/2015,Recargas,1201090.3,1581446.6,1332948.4,167949,330667,306079.3,751940.8,702392.5,585078,251942,693944,758706
23/05/2015,Recargas,1104991.9,1492436.3,1202246.4,150006,308088,220935.5,604348.3,707001.6,506819.3,257469,733305.3,570453
24/05/2015,Recargas,610564.3,785839.3,659482,75198,168855,111349,260361,379098,246656,152081,465440.7,280348
25/05/2015,Recargas,1598260.3,2128912.8,1873268.48,246817,490604.5,466700,1084332.2,1020237.5,760933,416026,1062790.8,1005296
26/05/2015,Recargas,1273024.3,1681996,1531615.2,176558,350885,329075,835812.3,762084.8,604164.1,280775,765618.3,773762
27/05/2015,Recargas,1157032,1509520.3,1334190.3,155300.5,301921,278930,719803,683076.1,547676,247456.3,678993,732603.5
28/05/2015,Recargas,1237452.3,1559887.8,1373067.1,163226,321132,284783,732735.3,720149,570893.3,244720,691313,744555
29/05/2015,Recargas,1540833.3,1877371.8,1611371.3,207294.3,420174,382230,953892.6,887629,706032,324824.3,853014.3,906519
30/05/2015,Recargas,1266403,1587444.3,1367006.5,171534.5,370541.5,279764,690420,775816.6,595684.5,309725,842406,638996.5
31/05/2015,Recargas,708902,904252,783652.3,84331.5,230202,146642,340570.5,449939,328205,196622,555726,333124.3
01/06/2015,Recargas,1751662.8,2401851.99,2092999.6,280660,580340,529884,1239450.5,1162093.8,908158.3,488049,1210248.3,1093906
02/06/2015,Recargas,1321301.3,1775989.6,1574714.4,180720,382487,363611,898565.9,809328,657613,305638.5,788760.3,828910.3
03/06/2015,Recargas,1197782,1559848.6,1364345.6,155204.5,318063.6,286482,746903.9,700544.5,576805.1,252904,711105,700496
04/06/2015,Recargas,1142939,1473566,1285170.6,155211,307015,266361,701397,666159.35,548999.3,239090.3,660280,704960.4
05/06/2015,Recargas,1240080.8,1626999.6,1369351.3,174089,333690,308811,758986,726108,583913.5,260418,700264,753470
06/06/2015,Recargas,1067605.3,1383128,1149130.5,134376,287980.5,219632,586958,655255.3,502084.5,249875,677821,540764
07/06/2015,Recargas,598221,719560.5,642336,72512,174047,101432,267368.3,365175,271731,148233,428116,283453.2
08/06/2015,Recargas,1553640.3,2099243.8,1835362.3,236717.5,485273.3,448216,1051928,1006785,777727.3,394713,1019356.3,957153
09/06/2015,Recargas,1232110,1601498.5,1428651.8,170921,341939.3,314004,785657.5,721181,587312,264946,733175.5,750346
10/06/2015,Recargas,1165806.3,1531544.3,1391675.99,161592,311013,283719,741311.6,684274,572342.6,241225,690153,716950.5
11/06/2015,Recargas,1162095.6,1452630,1330710.6,147881,308123,277948,703737.3,678076,561772,223449,675767.3,710481
12/06/2015,Recargas,1366860.8,1693242.6,1461258.8,180165,351444,326164,842202.1,789478.3,625056,256363,745518.3,800804
13/06/2015,Recargas,1180860.3,1528014,1233538,164941,331755.5,232062,620903.8,718958,529810,152963,778380.5,576211.5
14/06/2015,Recargas,673949,803647.3,694926.5,81395,199548,123044,281956,396758,288952,83958,500279.3,297097
15/06/2015,Recargas,1875405.1,2349185,2062187.8,274391.5,569989,519469,1288600,1179760.8,919277,273220.3,1195598.6,1133037
16/06/2015,Recargas,1512489,1871939,1678468.8,203825.6,435232,398186,1008341,875567.9,754502,202445.3,888953.35,885272
17/06/2015,Recargas,1225979.6,1539602,1392989.3,164590,335096,295627,774809,724535,590624,161117,742406.5,742458
18/06/2015,Recargas,1140519,1460783.6,1285783.5,145450,309609,275891,715080.3,668716,553947,140396,666965,703588
19/06/2015,Recargas,1241154,1581566.3,1365738.8,170291,333481.5,297129,778211,711812.1,576674,155119,706204,738035
20/06/2015,Recargas,1091853,1420370.8,1160698.3,148745.5,305708.3,221692,570359.2,688523.3,499066.5,132880,740540,535650
21/06/2015,Recargas,582959.5,689856.3,631317.3,71976,181038,102756,263282,352869.3,250692,70752,453048,274329
22/06/2015,Recargas,1555262,2072488.8,1817404,237799,476854.6,432740,1067489.2,977179.5,770278,240346,1031796.3,957586
23/06/2015,Recargas,1225227,1613837,1417918,166952,341771,318144,797726.8,734947.6,603527,164545,713792.3,759808.5
24/06/2015,Recargas,1079623.3,1468302,1290053.6,149050,309099,263650,724472.6,647966.6,533104,144236,650904,694047
25/06/2015,Recargas,1125223,1448810.3,1331029,145874,302834,239920,694055,661171,550059.3,143892,653842,700665
26/06/2015,Recargas,1277560,1598006.8,1388376.3,173086,322336.5,303252,738173.3,713629,590551,153487,715951,756000
27/06/2015,Recargas,1100406,1506867.9,1224298,153870,311216.5,222450,563111,711732.9,544071,140961,756900,589304
28/06/2015,Recargas,631795,784418,696916,76037,204373.5,122195,257283,364158.3,274264,76950,475449.3,317148
29/06/2015,Recargas,1743723,2202779.3,1906052.8,253106,506644.3,460704,1114296.6,1051097.7,836003.3,237724,1064883.3,1025699
30/06/2015,Recargas,1610649,1943911,1761469.1,204395,443909.5,390569,1056878.3,917686.9,774095,200993,887126,929463
01/07/2015,Recargas,1452187,1780600.5,1572986.4,193340,387290.8,353859,944651.9,852875,701898,200041,867401,846367
02/07/2015,Recargas,1254996,1526965,1371588.3,169490,340372,305830.5,774013.3,705133.3,605946,162514,730485.3,746038
03/07/2015,Recargas,1266388,1645607,1372535.6,169528,346076,304480,757080.6,737301.5,610932,159293,719209.6,742304.5
04/07/2015,Recargas,1084891,1456269,1076233.3,153294,308322,227385.2,559710.3,681066,497772,140964,729009.8,537899
05/07/2015,Recargas,594977,762800,622769.3,82339,188194.3,123694,238322,389681,268384,75604,473483,285649
06/07/2015,Recargas,1536002,2099817,1632034,239151,482228,458538,968118.3,974506,766969.1,237256.1,985468,941761.5
07/07/2015,Recargas,1253012,1627846,1336652,169761,345752.3,314539,794925,723003,597238.3,165722,715819,754374
08/07/2015,Recargas,1136108,1464354,1248813,148952,298007.5,262801,702790,674383,533418,143624,671689,701037
09/07/2015,Recargas,1100946,1405844,1187579,145066,283044,246975,670429.7,643343,517270.3,138628,623948,675050.5
10/07/2015,Recargas,1250833,1559335,1343514,166537,321912,300545,742145,707602,575774,149836,686122,728854
11/07/2015,Recargas,1062374,1374593,1125407,144732,288940,217373,555067,655477,465347,134075,704966,521483
12/07/2015,Recargas,588318,715821,615980,76314,174549,104563,244448,354186,240838,71282,438023.3,273553
13/07/2015,Recargas,1516912,1990343,1666775,225113,432040,410755,988941,902494.1,680214,223800,940673.1,912570
14/07/2015,Recargas,1379067,1669019,1388996,173083,350362,322915,846262,755302.5,609850,169049,741255.7,759825
15/07/2015,Recargas,1528192,1798030,1559362,188917,393467,366979,983051,864486,700292,192145,833198,860381
16/07/2015,Recargas,1367540,1673385,1464568,176123,367917,324230,879208,785189,679732,191442,792546,799441.5
17/07/2015,Recargas,1278493,1627509,1322013,171232,347291,307252,792322,737332,615840,167605,718951,730304.4
18/07/2015,Recargas,1064935,1344947,1099923,142652,310672,219486,559703,647760,475397,132018,690196,521379
19/07/2015,Recargas,598152,705469,622245,70658,187028,113214,248678,366365,253615,74551,446911,275099
20/07/2015,Recargas,1486018,1920767,1619799,214049,435468,387360,1008408,908110,749314,220620,948261,896683
21/07/2015,Recargas,1206082,1531893,1302632,155985,335649,282997,774376,689226,576377,167503,679296,726685
22/07/2015,Recargas,1093648,1378035,1175461,139849,292787,243841,681303,629783,531660,141622,645194,668765
23/07/2015,Recargas,1088793,1359653,1132014,135072,276680,232044,659399,617604,500563,134551,617209,660583
24/07/2015,Recargas,1173478,1478652,1220195,156073,309038,279128,715504,683620,555529,155759,672974,697038
25/07/2015,Recargas,1068684,1359892,1099453,129754,293288,223373,513388,638123,491002,133799,685065,513926
26/07/2015,Recargas,587522,695980,617207,71356,183406,109565,247393,345524,249686,71346,429700,269469
27/07/2015,Recargas,1445745,1851980,1654442,210944,414600,375259,975243,877599,712180,224341,937601,891896
28/07/2015,Recargas,1221283,1532910,1368256,148976,326176,287384,768047,710183,589807,168417,702363,736591
29/07/2015,Recargas,1175419,1458443,1281417,147091,298376,258403,710749,675340,544263,145009,692025,699793
30/07/2015,Recargas,1299765,1542426,1354915,159955,329892,280241,786999,720499,596490,167515,733101,735792
31/07/2015,Recargas,1493761,1792700,1556952,189708,395384,341149,911373,850042,670221,189319,837147,856036
01/08/2015,Recargas,1201519,1527683,1260414,166751,348359,250721,649153,738460,557168,170001,799243,591016
02/08/2015,Recargas,702297,793970,710280,84717,204686,121485,295126,401046,288246,85643,492247,309286
03/08/2015,Recargas,1666510,2061106,1875552,232325,459288,423013,1106467,1011981,809094,241893,1019330,993174
04/08/2015,Recargas,1312089,1603886,1479425,164634,331423,296188,821255,755474,630580,167713,737821,778313
05/08/2015,Recargas,1195997,1476709,1332110,151222,291993,263466,715754,673626,556378,133118,700202,710942.5
06/08/2015,Recargas,1190649,1464246,1312406,147360,300603,249588,699973,664122,547174,151192,689097,708661
07/08/2015,Recargas,1250604,1527826,1339948,159271,331843,284205,735748,715864,575314,165143,689002,732727
08/08/2015,Recargas,1099357,1413623,1150577,147840,306282,207602,589815,647679,505132,135537,711356,526534
09/08/2015,Recargas,638233,765344,653652,79762,184096,116700,266838,369691,267074,77010,460509,282871
10/08/2015,Recargas,1575692,2035838,1956646,240184,488007,417665,1077185,981940,801350,253158,1049782,985125
11/08/2015,Recargas,1248620,1572051,1505687,162943,331394,295218,811279,724405,638897,178432,740213,767217
12/08/2015,Recargas,1159781,1456630,1371190,149098,298705,265284,721366,691455,571427,163906,691041,713603
13/08/2015,Recargas,1214205,1486461,1353132,150034,305565,258514,717554,702444,556360,153209,685830,725820.5
14/08/2015,Recargas,1530590,1841113,1592194,189353,396266,351157,980846,859907,709649,195185,832012,861469.3
15/08/2015,Recargas,1247018,1618942,1284862,168020,361056,259543,690043,775674,566331,169094,823731,612686
16/08/2015,Recargas,710970,860785,710780,94553,207323,132735,294750,431755,295708,88745,532000,310762
17/08/2015,Recargas,1731716,2151845,2033390,257234,549661,481877,1174296,1072890,842276,286381,1165705,1042021
18/08/2015,Recargas,1369277,1672959,1597926,174856,375828,307301,885648,795239,678334,198948,796701,808455
19/08/2015,Recargas,1176229,1500356,1390548,159302,319822,248692,749568,701609,585150,166696,710115,720679
20/08/2015,Recargas,1157601,1482288,1355581,147815,310616,261945,713625,678737,569560,159964,690402,718717
21/08/2015,Recargas,1285853,1591089,1383377,169250,350746,289131,789572,737447,614905,167718,743112,743263.3
22/08/2015,Recargas,1137039,1497159,1207502,162244,311873,194870,573935,708940,535139,164554,745288,558542
23/08/2015,Recargas,652254,829842,699667,89746,199135,98815,264630,407223,284723,90028,482993,290872
24/08/2015,Recargas,1592391,2117033,1995079,248285,534668,407201,1057569,1025572,826386,371525,1087625,999531.3
25/08/2015,Recargas,1282723,1632387,1549594,167488,354647,310506,846099,765332,659236,263359,769936,780515
26/08/2015,Recargas,1175635,1518917,1414677,161998,321821,288853,755540,694894,592770,235422,709908,728258.5
27/08/2015,Recargas,1143429,1473174,1354482,151815,319735,271875,725154,672280,579514,221931,668032,707507
28/08/2015,Recargas,1417403,1789774,1545826,189270,383982,343181,887083,841556,676710,267247,794527,835561
29/08/2015,Recargas,1182712,1494195,1252713,162837,337204,249454,633938,715093,565207,242998,775510,570513
30/08/2015,Recargas,699463,836836,773117,91778,214016,122204,327886,419178,313461,153201,500539,351499.5
31/08/2015,Recargas,1920159,2383732,2290775,278398,618621,536143,1354960,1213522,975086,457226,1273025,1142385
01/09/2015,Recargas,1494584,1897875,1816061,199302,463952,425391,1036584,912961,769462,337390,959358,895269
02/09/2015,Recargas,1249977,1552206,1454652,172130,360436,324359,801577,746328,603053,265917,770073,770012.5
03/09/2015,Recargas,1153669,1493952,1376594,160326,342149,302934,746005,677086,557240,247204,723237,736341
04/09/2015,Recargas,1298795,1644389,1470821,176710,370380,338220,831064,774202,646336,265221,757131,785580
05/09/2015,Recargas,1137037,1432767,1237465,154895,320437,235099,621071,697817,535686,240327,757789,561122
06/09/2015,Recargas,659186,776378,700661,88682,191401,123179,289672,404563,298778,148610,492805,304641
07/09/2015,Recargas,1658010,2241917,2059388,269695,545526,516134,1118471,1086490,855616,423736,1165513,1024730
08/09/2015,Recargas,1276142,1652987,1551931,179563,365085,347604,847069,772138,661054,281136,800486,782480
09/09/2015,Recargas,1160998,1530384,1404988,161216,307242,300481,753454,698786,595382,250704,719400,732216.5
10/09/2015,Recargas,1166123,1534071,1423080,162647,336576,291698,759823,705080,590658,249088,709259,734250.5
11/09/2015,Recargas,1285529,1643337,1475883,178558,358778,337793,806723,743983,638407,250423,735792,780180
12/09/2015,Recargas,1110120,1486702,1206721,150250,313660,238840,590816,675317,524528,233817,727226,536672
13/09/2015,Recargas,618828,748362,659101,69239,185469,111532,269769,362726,265633,136083,441413,283868.2
14/09/2015,Recargas,1668590,2032931,1933938,256612,529863,498199,1132395,1048188,794151,391966,1103688,1012283
15/09/2015,Recargas,1312561,1480985,1370859,162085,366162,294808,903150,741972,619082,255911,726729,771887
16/09/2015,Recargas,528757,562857,542886,50928,161939,89359,256317,281807,227473,112772,362421,250425
17/09/2015,Recargas,1421348,1836275,1721704,210779,444440,404751,985217,910403,714935,331795,978604,908725.2
18/09/2015,Recargas,1304904,1680690,1465345,179148,381833,345295,861824,783344,636280,277746,783902,801763
19/09/2015,Recargas,1095022,1450080,1142967,144227,311867,223605,586393,679508,533202,235068,719744,557603
20/09/2015,Recargas,631310,772324,673111,81538,197592,112390,294665,387971,278099,146971,454906,294186
21/09/2015,Recargas,1617389,2104232,2012931,259364,563742,501386,1126580,1064953,815076,410673,1137908,1019540
22/09/2015,Recargas,1311278,1678620,1541727,175978,356723,348527,879657,777857,670002,293245,795127,802525
23/09/2015,Recargas,1151161,1527627,1394397,160640,339879,290822,766473,720477,587202,252467,719184,756044
24/09/2015,Recargas,1128202,1486735,1338663,154708,319892,287497,733475,674412,555584,231828,690804,731049.6
25/09/2015,Recargas,1250118,1635028,1473807,175605,354809,315636,827214,753694,624505,260201,745077,792236
26/09/2015,Recargas,1061333,1362785,1183383,143268,301415,231143,612433,648360,511493,221370,716085,561169
27/09/2015,Recargas,627139,774381,658844,78302,183148,116711,289103,378385,273201,140696,459949,299358
28/09/2015,Recargas,1635041,2153896,2035830,257201,571744,507010,1170164,1035431,812419,409813,1168960,1023908
29/09/2015,Recargas,1490802,1775973,1665331,189521,401474,369652,965525,827797,710067,298428,872532,862995.1
30/09/2015,Recargas,1569443,1911182,1756347,204026,440632,407343,1078897,930334,769085,317495,928682,951433.1
01/10/2015,Recargas,1457427,1793560,1662507,197477,428535,372154,980724,877409,716746,302635,888967,869193.3
02/10/2015,Recargas,1373272,1653834,1511323,191643,385938,363136,897006,800424,670198,288000,789086,843931
03/10/2015,Recargas,1121720,1509039,1207223,155579,311945,239546,635430,691769,552115,236865,765390,591722
04/10/2015,Recargas,625135,787472,677970,83699,201648,121727,298943,401599,287900,137691,482655,304679
05/10/2015,Recargas,1678193,2236275,2063678,270241,596822,530881,1203731,1095102,886599,424494,1197406,1061530
06/10/2015,Recargas,1339600,1749722,1629337,186653,403499,357171,913044,787746,697657,302324,830797,822911.1
07/10/2015,Recargas,1198986,1586478,1416088,169143,343011,310004,772923,735016,596099,258445,740727,773102
08/10/2015,Recargas,1149486,1520223,1377417,160430,335379,297009,764220,709769,585219,244594,711330,737830
09/10/2015,Recargas,1282075,1665948,1461932,182467,370226,331021,830365,766655,639849,261501,741413,797203
10/10/2015,Recargas,1075379,1464589,1202144,158496,317316,229924,629612,697885,533990,234309,721029,566461
11/10/2015,Recargas,629372,809853,699083,80454,196002,119924,288265,383495,281551,140777,468971,305374
12/10/2015,Recargas,1635404,2188048,2043254,251874,578650,510604,1127278,1075005,864356,407478,1143450,1056186
13/10/2015,Recargas,1336886,1742821,1624507,180458,390223,341258,901448,799916,696724,280826,810469,830008
14/10/2015,Recargas,1421936,1746543,1576589,183819,375798,338912,896516,842767,679163,280925,816285,837228
15/10/2015,Recargas,1513697,1928260,1751146,200250,450144,399272,1025858,921999,755760,321822,898068,920340
16/10/2015,Recargas,1523863,1907084,1739819,221891,432453,400603,1031006,916656,763479,328966,894019,932137.1
17/10/2015,Recargas,1202441,1596534,1283380,168249,341117,234346,655400,753752,579568,265792,786959,621779
18/10/2015,Recargas,688811,843801,702794,91795,211897,117331,294468.1,400459,311021,156044,506445,316244
19/10/2015,Recargas,1739875,2294702,2074242,278409,597895,510054,1230447,1118986,908143,452205,1217889,1087067
20/10/2015,Recargas,1358833,1763573,1581436,186329,408522,372868,926497,827122,684062,307834,825671,839663
21/10/2015,Recargas,1217256,1611276,1409534,169913,353580,304215,813732,760338,630198,271109,752557,770732
22/10/2015,Recargas,1186240,1555265,1351322,165612,343911,303444,759290,708271,583069,228916,716796,744800
23/10/2015,Recargas,1277273,1670873,1461074,183953,362957,326838,837670,782107,628571,265851,744880,798849
24/10/2015,Recargas,1117048,1502300,1203570,161503,316302,237790,624664,699841,551960,251852,740158,569104
25/10/2015,Recargas,658151,844390,700923,96613,202283,120956,308264,400369,289324,153036,484183,310620
26/10/2015,Recargas,1649105,2250133,2042793,273936,586950,533305,1175955,1103227,865232,441544,1185938,1040328
27/10/2015,Recargas,1288388,1676470,1526311,180844,375776,319437,880933,776861,660267,284472,794386,811434
28/10/2015,Recargas,1187710,1543851,1420375,165916,340321,281759,788457,732995,595311,265738,727881,848305
29/10/2015,Recargas,1349906,1654269,1473241,179923,362803,307192,827325,762743,635239,259701,781885,1106332.5
30/10/2015,Recargas,1543157,1957496,1711524,220787,432078,405741,1041018,906061,759645,314806,879299,1233751
31/10/2015,Recargas,1259605,1642167,1344811,179440,362248,270729,708060,771980,662747,279245,820610,880648
01/11/2015,Recargas,625728,819807,694010,89412,200074,115967,286804,391077,337140,151624,493944,459321
02/11/2015,Recargas,1044136,1230872,1143442,148281,345139,250974,645432,642626,556789,256131,738139,764477
03/11/2015,Recargas,1669046,2183322,2025785,260562,580996,516152,1171653,1039792,859856,418733,1158257,1377537
04/11/2015,Recargas,1300745,1712569,1548497,181858,391486,360496,893672,783084,641542,290779,821864,1087664.3
05/11/2015,Recargas,1193135,1613643,1366100,161707,346520,308319,787557,727356,600441,244172,732175,1044344.6
06/11/2015,Recargas,1234526,1672614,1399487,179975,374089,332349,811691,775897,624192,266177,751496,1082071.5
07/11/2015,Recargas,1072462,1467175,1169450,147338,319032,238414,624613,695246,536429,250184,727121,812575.3
08/11/2015,Recargas,616938,807691,683025,82205,196461,126117,304370,383285,294244,154976,476664,466081
09/11/2015,Recargas,1610387,2253773,1972711,267228,599180,543272,1133373,1047050,850775,438208,1159296,1405441
10/11/2015,Recargas,1286580,1724518,1622206,190358,401804,361099,900751,800443,681842,303190,821184,1111368
11/11/2015,Recargas,1182267,1589812,1463694,167046,357921,319059,804869,724313,611861,265048,746344,1020935.3
12/11/2015,Recargas,1202629,1598475,1412607,172890,346071,309777,786103,752646,617775,266946,751084,1043816
13/11/2015,Recargas,1504863,1961840,1644949,215637,446846,406955,1030408,914513,739881,320367,909261,1271663.4
14/11/2015,Recargas,1224822,1643680,1368875,178306,385992,284514,718364,806307,635982,302576,872047,941768.3
15/11/2015,Recargas,699187,890578,753366,94938,211923,140613,309033,447330,318449,164969,537515,529938
16/11/2015,Recargas,812819,1047577,886561,118317,259231,172090,390146,545792,387195,204829,644716,623181.3
17/11/2015,Recargas,1739123,2290479,2140121,276529,627411,579091,1224978,1128981,914027,476391,1223803,1468662
18/11/2015,Recargas,1291239,1695317,1580332,188275,406287,365740,920493,813967,675995,318232,825931,1124391
19/11/2015,Recargas,1179046,1542828,1364870,169122,353218,309104,799566,721040,612297,269439,728323,1037093
20/11/2015,Recargas,1231024,1608071,1347901,178150,367720,321016,812468,741140,633554,280025,737486,1071566.5
21/11/2015,Recargas,1129339,1466408,1173053,163345,320687,240483,621172,706163,539502,260718,741739,819505.5
22/11/2015,Recargas,677638,828370,693693,96845,201473,128074,302926,416290,307644,159366,507607,482951.5
23/11/2015,Recargas,1656774,2190474,1955256,262080,580162,516208,1132909,1054421,844538,448986,1161719,1398868
24/11/2015,Recargas,1304773,1670547,1447719,166329,355230,351957,870955,773091,637786,297299,793803,1103163
25/11/2015,Recargas,1196230,1580893,1379042,173121,326112,306344,784715,732625,617086,276852,744291,1060934
26/11/2015,Recargas,1182757,1599350,1362919,171083,341167,302652,718965,711865,609498,274493,731742,1067784
27/11/2015,Recargas,1442702,1862271,1538980,199811,414471,348687,875994,875077,690350,310380,828295,1209173
28/11/2015,Recargas,1223192,1616279,1284612,179644,345760,233526,662758,763449,605900,285515,815683,925538.3
29/11/2015,Recargas,730909,897097,762720,102896,215633,121253,333241,446422,327513,176522,550825,659166
30/11/2015,Recargas,1966167,2532217,2192227,306258,630913,554703,1304145,1232203,958873,497230,1321098,2071824
01/12/2015,Recargas,1583649,1970764,1746803,226739,448233,433619,1063536,924031,778327,371190,948070,1651989
02/12/2015,Recargas,1308981,1706933,1481905,191035,373688,343390,878174,776962,628543,309262,808970,1452858.5
03/12/2015,Recargas,1214841,1604532,1387189,169436,346585,301572,774894,713960,585738,268274,738757,1361131
04/12/2015,Recargas,1282930,1724907,1416536,193673,373356,330689,833222,776511,607364,279226,736486,1481476
05/12/2015,Recargas,1146202,1555664,1275214,170865,342129,253622,634923,735058,539683,264275,754283,1202768
06/12/2015,Recargas,711436,911428,701971,102768,214306,139940,308304,419818,313283,167239,495831,756288
07/12/2015,Recargas,1718387,2268689,1893323,282735,528228,514397,1125989,1083210,830366,428514,1098605,1846626
08/12/2015,Recargas,1356209,1741162,1484903,197137,353270,351371,874946,791094,654685,298565,773334,1451631
09/12/2015,Recargas,1265466,1640878,1425480,172495,348830,314260,781465,750107,621121,282022,722795,1405803
10/12/2015,Recargas,1262854,1647845,1418619,184406,340474,318703,754908,745769,625974,265790,710682,1431576
11/12/2015,Recargas,1371146,1808590,1515259,218923,394117,346614,824882,819537,677020,296392,760887,1597644
12/12/2015,Recargas,1122225,1499697,1111267,168714,320067,255093,597942,708619,546036,255631,734722.3,1176587
13/12/2015,Recargas,738263,887331,732608,105910,218654,129721,307704,451490,323865,169903,545371,765479
14/12/2015,Recargas,1774957,2288569,1858982,275603,554148,484207,1180510,1075495,848807,409129,1097217,1912555.4
15/12/2015,Recargas,1624206,2004801,1675929,227378,459620,395459,1082630,944482,783038,355315,869144,1685254
16/12/2015,Recargas,1446261,1850830,1523110,210378,414271,318911,952371,856171,744447,324080,839476,1599703
17/12/2015,Recargas,1278042,1656988,1369123,184345,352756,289982,817286,759396,608876,277354,744803,1497220
18/12/2015,Recargas,1260350,1708956,1346176,186817,353999,306218,793058,759926,634506,271466,771481,1501520
19/12/2015,Recargas,1137151,1513038,1223258,175293,337850,226905,629507,718708,539946,259206,787381,1264925
20/12/2015,Recargas,769708,973916,814486,111360,234227,138713,332285,477143,329072,172462,598981,842772
21/12/2015,Recargas,1462654,1855915,1533983,216556,409327,358218,942512,869976,713631,346211,963080,1636620.5
22/12/2015,Recargas,1219314,1555520,1256410,167963,325205,262220,732915,701972,575436,261817,739797,1378628
23/12/2015,Recargas,1074646,1390581,1107268,149865,293764,222267,634772,648768,509869,237580,689635,1279454.3
24/12/2015,Recargas,797568,977094,832849,113350,241495,157589,447745,468320,372223,182473,534362,967603
25/12/2015,Recargas,329897,397506,332786,42358,125644,63876,134234,192586,134315,85233,279353,434010
